,primary_isbn10,title,author,publisher,weeks_on_list
1198,None,NEVER TOO FAR,Abbi Glines,Abbi Glines,1
1199,None,BLOODFIRE QUEST,Terry Brooks,Random House Publishing,1
1200,1476718210,RECKLESS,S C Stephens,Simon & Schuster,1
1201,None,FROST BURNED,Patricia Briggs,Penguin Group,1
1202,None,THE STRIKER,Clive Cussler and Justin Scott,Penguin Group,1
1203,1451647042,THE CHANCE,Karen Kingsbury,Howard Books,1
1204,1414381859,DAMASCUS COUNTDOWN,Joel C Rosenberg,Tyndale House Publishers,1
1205,62078127,IMMORTAL EVER AFTER,Lynsay Sands,HarperCollins Publishers,1
1206,985034157,WAITING FOR LOVE,Marie Force,Marie Force,1
1207,None,HARD TO RESIST,Shanora Williams,Shanora Williams,1
1208,1250011019,THE POWER TRIP,Jackie Collins,St. Martin's Press,1
1209,None,CRYSTAL COVE,Lisa Kleypas,St. Martin's Press,1
1210,None,EVER AFTER,Kim Harrison,HarperCollins Publishers,1
1211,,THE THIRD BULLET,Stephen Hunter,Simon & Schuster,1
1212,None,COLLATERAL DAMAGE,Stuart Woods,Penguin Group,1
1213,None,DREAM EYES,Jayne Ann Krentz,Penguin Group,1
1214,None,THE HUSBAND LIST,Janet Evanovich and Dorien Kelly,St. Martin's Press,1
1215,None,SHADES OF GRAY,Maya Banks,Penguin Group,1
1216,,SHADOW WOMAN,Linda Howard,Random House Publishing,1
1217,,EMPIRE AND HONOR,W E B Griffin and William E Butterworth IV,Penguin Group,1
1218,145551053X,TWO GRAVES,Douglas Preston and Lincoln Child,Grand Central Publishing,1
1219,345545370,A LEAF ON THE WIND OF ALL HALLOWS,Diana Gabaldon,Random House Publishing,1
1220,None,SHADOWâS CLAIM,Kresley Cole,Pocket Books,1
1221,None,SHADOWÛªS CLAIM,Kresley Cole,Pocket Books,1
1222,385536836,SWEET TOOTH,Ian McEwan,Knopf Doubleday Publishing,1
1223,1476717532,THE MARRIAGE MISTAKE,Jennifer Probst,Simon & Schuster,1
1224,759528330,PLUM ISLAND,Nelson DeMille,Grand Central Publishing,1
1225,,ICED,Karen Marie Moning,Random House Publishing,1
1226,None,BLACKBERRY WINTER,Sarah Jio,Penguin Group,1
1227,1459244370,MY KIND OF CHRISTMAS,Ron Carr,Harlequin,1
1228,1451647026,THE BRIDGE,Karen Kingsbury,Howard Books,1
1229,316214582,BACK TO BLOOD,Tom Wolfe,"Little, Brown & Company",1
1230,345534891,THE TWELVE,Justin Cronin,Random House Publishing,1
1231,143916309X,THE SECRET KEEPER,Kate Morton,Simon & Schuster,1
1232,None,SLEEP NO MORE,Iris Johansen,St. Martin's Press,1
1233,None,RAPTURE,JR Ward,New American Library,1
1234,145924124X,A FOOL'S GOLD CHRISTMAS,Susan Mallery,Harlequin,1
1235,345531590,SOMETHING WITCHY THIS WAY COMES,H P Mallory,Random House Publishing,1
1236,None,"BECAUSE YOU ARE MINE, PART VIII",Beth Kery,Penguin Group,1
1237,1401304729,FROZEN HEAT,Richard Castle,Hyperion Press,1
1238,61493341,TELEGRAPH AVENUE,Michael Chabon,HarperCollins Publishers,1
1239,1476718989,LOVE UNREHEARSED,Tina Reber,Simon & Schuster,1
1240,1594487367,THIS IS HOW YOU LOSE HER,Junot DÃ­az,Penguin Group,1
1241,1594487367,THIS IS HOW YOU LOSE HER,Junot DÌ_az,Penguin Group,1
1242,None,THE LOST NIGHT,Jayne Castle,Penguin Group,1
1243,None,GABRIELâS INFERNO,Sylvain Reynard,Penguin Group,1
1244,None,"BECAUSE YOU ARE MINE, PART VI",Beth Kery,Penguin Group,1
1245,None,GABRIELÛªS INFERNO,Sylvain Reynard,Penguin Group,1
1246,1250015278,THE BEAUTIFUL MYSTERY,Louise Penny,St. Martin's Press,1
1247,None,THE UGLY DUCHESS,Eloisa James,HarperCollins Publishers,1
1248,None,OBSIDIAN,Laurann Dohner,Ellora's Cave,1
1249,None,WHERE AZALEAS BLOOM,Sherryl Woods,Harlequin,1
1250,345523490,WARDS OF FAERIE,Terry Brooks,Random House Publishing,1
1251,1451626142,THE KINGMAKERâS DAUGHTER,Philippa Gregory,Simon & Schuster,1
1252,1451626142,THE KINGMAKERÛªS DAUGHTER,Philippa Gregory,Simon & Schuster,1
1253,,SWEET TALK,Julie Garwood,Penguin Group,1
1254,None,STYGIAN'S HONOR,Lora Leigh,Penguin Group,1
1255,None,TIME UNTIME,Sherrilyn Kenyon,St. Martin's Press,1
1256,1250014271,DREAM LAKE,Lisa Kleypas,St. Martin's Press,1
1257,758279590,YOU DONâT WANT TO KNOW,Lisa Jackson,Kensington Publishing,1
1258,758279590,YOU DONÛªT WANT TO KNOW,Lisa Jackson,Kensington Publishing,1
1259,1459234537,ALL SUMMER LONG,Susan Mallery,Harlequin,1
1260,None,BIG SKY MOUNTAIN,Linda Lael Miller,Harlequin,1
1261,,BROKEN HARBOR,Tana French,Penguin Group,1
1262,62132385,JUDGMENT CALL,J A Jance,HarperCollins Publishers,1
1263,1451648154,CREOLE BELLE,James Lee Burke,Simon & Schuster,1
1264,62106104,THE GREAT ESCAPE,Susan Elizabeth Phillips,HarperCollins Publishers,1
1265,,THE CHAPERONE,Laura Moriarty,Penguin Group,1
1266,None,SAMURAI GAME,Christine Feehan,Penguin Group,1
1267,None,ECHOES AT DAWN,Maya Banks,Berkley,1
1268,310333644,COMING HOME,Karen Kingsbury,Zondervan,1
1269,62096273,ONCE BURNED,Jeaniene Frost,HarperCollins Publishers,1
1270,1459233174,SUMMER NIGHTS,Susan Mallery,Harlequin,1
1271,None,ODD INTERLUDE #3,Dean Koontz,Random House Publishing,1
1272,345536770,ODD INTERLUDE #2,Dean Koontz,Random House Publishing,1
1273,679604227,MISSION TO PARIS,Alan Furst,Random House Publishing,1
1274,62194860,PORCH LIGHTS,Dorothea Benton Frank,HarperCollins Publishers,1
1275,None,KISS THE DEAD,Laurell K Hamilton,Penguin Group,1
1276,1466802634,SPRING FEVER,Mary Kay Andrews,St. Martinâs Press,1
1277,62072919,A NIGHT LIKE THIS,Julia Quinn,HarperCollins Publishers,1
1278,62069136,RESCUE ME,Rachel Gibson,HarperCollins Publishers,1
1279,1459230051,SUMMER DAYS,Susan Mallery,Harlequin,1
1280,1459230043,BIG SKY COUNTRY,Linda Lael Miller,Harlequin,1
1281,805090037,BRING UP THE BODIES,Hilary Mantel,Henry Holt & Company,1
1282,1451628188,THE ROAD TO GRACE,Richard Paul Evans,Simon & Schuster,1
1283,None,CRYSTAL GARDENS,Amanda Quick,Putnam,1
1284,62119370,UNDER A VAMPIRE MOON,Lynsay Sands,HarperCollins Publishers,1
1285,,UNNATURAL ACTS,Stuart Woods,Penguin Group,1
1286,1429952938,WHAT DOESN'T KILL YOU,Iris Johansen,St. Martinâs Press,1
1287,1429942320,COME HOME,Lisa Scottoline,St. Martinâs Press,1
1288,None,TIGER,Laurann Dohner,Elloraâs Cave Publishing,1
1289,61779741,SACRÃ BLEU,Christopher Moore,HarperCollins Publishers,1
1290,307378403,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith,Knopf Doubleday Publishing,1
1291,62098063,THE SHOEMAKERâS WIFE,Adriana Trigiani,HarperCollins Publishers,1
1292,61779741,SACRÌä BLEU,Christopher Moore,HarperCollins Publishers,1
1293,62098063,THE SHOEMAKERÛªS WIFE,Adriana Trigiani,HarperCollins Publishers,1
1294,310427592,LOVING,Karen Kingsbury,Zondervan,1
1295,1459225651,A PERFECT STORM,Lori Foster,Harlequin,1
1296,None,FORCE OF NATURE,C J Box,Penguin Group,1
1297,345509226,FATE OF THE JEDI: APOCALYPSE,Troy Denning,Random House Publishing,1
1298,None,THE EXPATS,Chris Pavone,Crown Publishing,1
1299,,FAIR GAME,Patricia Briggs,Penguin Group,1
1300,None,WRATH,Laurann Dohner,Elloraâs Cave,1
1301,1459222830,THE DARKEST SEDUCTION,Gena Showalter,Harlequin,1
1302,1429938374,RAINSHADOW ROAD,Lisa Kleypas,St. Martinâs Press,1
1303,62101021,A PERFECT BLOOD,Kim Harrison,HarperCollins Publishers,1
1304,1451628625,LEFT FOR DEAD,J A Jance,Simon & Schuster,1
1305,62066226,THE CAPTURE OF THE EARL OF GLENCRAE,Stephanie Laurens,HarperCollins Publishers,1
1306,345529294,DARKER AFTER MIDNIGHT,Lara Adrian,Random House Publishing,1
1307,1451642490,A LADY NEVER SURRENDERS,Sabrina Jeffries,Pocket Books,1
1308,316209554,WHAT IT WAS,George Pelecanos,"Little, Brown & Company",1
1309,61807583,ISLAND OF LOST GIRLS,Jennifer McMahon,HarperCollins Publishers,1
1310,62097113,DEATH OF KINGS,Bernard Cornwell,HarperCollins Publishers,1
1311,1429951133,THE ROPE,Nevada Barr,St. Martin's Press,1
1312,1439177023,LOTHAIRE,Kresley Cole,Simon & Schuster,1
1313,None,THE 7TH MONTH,Lisa Gardner,Dutton,1
1314,,COPPER BEACH,Jayne Ann Krentz,Penguin Group,1
1315,446564354,GIDEONâS CORPSE,Douglas Preston and Lincoln Child,Grand Central Publishing,1
1316,None,HIDDEN SUMMIT,Ron Carr,Harlequin,1
1317,None,SPIRIT BOUND,Christine Feehan,Penguin Group,1
1318,None,LAWE'S JUSTICE,Lora Leigh,Penguin Group,1
1319,61738093,THE ART OF RACING IN THE RAIN,Garth Stein,HarperCollins Publishers,1
1320,None,LONGING,Karen Kingsbury,Zondervan,1
1321,345511344,THE OLD REPUBLIC: REVAN,Drew Karpyshyn,Random House Publishing,1
1322,1429994894,THE ALLOY OF LAW,Brandon Sanderson,Tom Doherty Associates,1
1323,None,THE GUARDIAN,Sherrilyn Kenyon,St. Martinâs Press,1
1324,1426834101,ONLY US,Susan Mallery,Harlequin,1
1325,1451628005,LOST DECEMBER,Richard Paul Evans,Simon & Schuster,1
1326,1599952602,BONEMAN'S DAUGHTERS,Ted Dekker,Center Street,1
1327,1439187207,THE SNOW ANGEL,Glenn Beck,Threshold Editions,1
1328,62066048,THE NIGHT ETERNAL,Guillermo del Toro and Chuck Hogan,HarperCollins Publishers,1
1329,1414365365,THE TEHRAN INITIATIVE,Joel C Rosenberg,Tyndale House,1
1330,None,WIRED,Douglas E Richards,Paragon Press,1
1331,307957330,THE SENSE OF AN ENDING,Julian Barnes,Knopf Doubleday Publishing,1
1332,141656392X,THE LADY OF THE RIVERS,Philippa Gregory,Simon & Schuster,1
1333,62011847,SNUFF,Terry Pratchett,HarperCollins Publishers,1
1334,1439172803,SURVIVORS,"James Wesley, Rawles",Atria,1
1335,1451643144,FEAST DAY OF FOOLS,James Lee Burke,Simon & Schuster,1
1336,None,ONLY HIS,Susan Mallery,HQN,1
1337,None,THE DARKEST SURRENDER,Gena Showalter,HQN,1
1338,None,IN PURSUIT OF ELIZA CYNSTER,Stephanie Laurens,HarperCollins,1
1339,None,SON OF STONE,Stuart Woods,Penguin Group,1
1340,None,LISTEN TO YOUR HEART,Fern Michaels,Thorndike,1
1341,61977969,REAMDE,Neal Stephenson,HarperCollins,1
1342,1599951193,A THOUSAND TOMORROWS,Karen Kingsbury,Center Street,1
1343,399157840,ROBERT B. PARKERâS KILLING THE BLUES,Michael Brandman,Penguin Group,1
1344,1429962232,GODDESS OF VENGEANCE,Jackie Collins,St. Martin's,1
1345,None,SILENT RUN,Barbara Freethy,Penguin Group,1
1346,None,DARK PREDATOR,Christine Feehan,Berkley,1
1347,None,ENVY,JR Ward,Penguin Group,1
1348,345526295,PREY,Linda Howard,Random House,1
1349,None,CANYONS OF NIGHT,Jayne Castle,Penguin Group,1
1350,None,ONLY YOURS,Susan Mallery,Harlequin,1
1351,None,ONE GRAVE AT A TIME,Jeaniene Frost,HarperCollins,1
1352,None,VISCOUNT BRECKENRIDGE TO THE RESCUE,Stephanie Laurens,HarperCollins,1
1353,,HEARTS AFLAME,Johanna Lindsey,HarperCollins,1
1354,765327724,THE OMEN MACHINE,Terry Goodkind,Doherty,1
1355,None,VICTORY AND HONOR,W E B Griffin and William E Butterworth IV,Putnam,1
1356,None,RETRIBUTION,Sherrilyn Kenyon,St. Martinâs,1
1357,None,QUINN,Iris Johansen,St. Martin's,1
1358,044033991X,DEEPER THAN MIDNIGHT,Lara Adrian,Random House,1
1359,None,SAVOR THE DANGER,Lori Foster,Harlequin,1
1360,031042755X,LEARNING,Karen Kingsbury,Zondervan,1
1361,345528220,FALLEN,Karin Slaughter,Random House,1
1362,61961272,FOLLY BEACH,Dorothea Benton Frank,HarperCollins,1
1363,679605096,SISTERHOOD EVERLASTING,Ann Brashares,Random House,1
1364,425241130,HIT LIST,Laurell K Hamilton,Penguin Group,1
1365,None,SUMMER RENTAL,Mary Kay Andrews,St. Martin's,1
1366,62079530,JUST LIKE HEAVEN,Julia Quinn,HarperCollins,1
1367,373775806,CREED'S HONOR,Linda Lael Miller,Harlequin,1
1368,None,BEACH LANE,Sherryl Woods,Mira,1
1369,None,MAGIC SLAYS,Ilona Andrews,Penguin Group,1
1370,553593684,FRANKENSTEIN: THE DEAD TOWN,Dean Koontz,Random House,1
1371,345509102,CONVICTION,Aaron Allston,Random House,1
1372,1455504394,NO TIME LEFT,David Baldacci,Grand Central,1
1373,515149330,SAVAGE NATURE,Christine Feehan,Penguin Group,1
1374,None,BEL-AIR DEAD,Stuart Woods,Penguin Group,1
1375,778329798,MOONLIGHT COVE,Sherryl Woods,Harlequin,1
1376,62079166,ANY MAN OF MINE,Rachel Gibson,HarperCollins,1
1377,1429920165,EVE,Iris Johansen,St. Martin's,1
1378,None,QUICKSILVER,Amanda Quick,Penguin Group,1
1379,None,NAVARRO'S PROMISE,Lora Leigh,Penguin Group,1
1380,None,THE DARKEST SECRET,Gena Showalter,Harlequin,1
1381,1420122487,HOME FREE,Fern Michaels,Kensington,1
1382,307593495,THE TROUBLED MAN,Henning Mankell,Knopf Doubleday,1
1383,030737839X,THE SATURDAY BIG TENT WEDDING PARTY,Alexander McCall Smith,Knopf Doubleday,1
1384,310266289,LEAVING,Karen Kingsbury,Zondervan,1
1385,385343833,THE TIGERâS WIFE,Tea Obreht,Random House,1
1386,1429985356,LIVE WIRE,Lora Leigh,St. Martinâs,1
1387,61138061,PALE DEMON,Kim Harrison,HarperCollins,1
1388,044656432X,GIDEONâS SWORD,Douglas Preston and Lincoln Child,Grand Central,1
1389,62065793,THIS SIDE OF THE GRAVE,Jeaniene Frost,HarperCollins,1
1390,345512502,HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,Random House,1
1391,None,THE SECRET SOLDIER,Alex Berenson,Penguin Group,1
1392,141656389X,FATAL ERROR,JA Jance,Simon & Schuster,1
1393,1101987995,APPRENTICE IN DEATH,J D Robb,Berkley,0
1394,440337976,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial Press,0
1395,553391860,SWEET TOMORROWS,Debbie Macomber,Random House,0
1396,1455589918,THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown",0
1397,385538928,THE SLEEPWALKER,Chris Bohjalian,Doubleday,0
1398,None,SILVER BAY,Jojo Moyes,Penguin,0
1399,None,TOM CLANCY TRUE FAITH AND ALLEGIANCE,Mark Greaney,Putnam,0
1400,373789947,WYOMING BRAVE,Diana Palmer,HQN,0
1401,1101904232,DARK MATTER,Blake Crouch,Crown/Archetype,0
1402,None,UNTIL ASHLYN,Aurora Rose Reynolds,Aurora Rose Reynolds,0
1403,1943772711,ONE FELL SWEEP,Ilona Andrews,Ilona Andrews,0
1404,316387835,THE CHEMIST,Stephenie Meyer,"Little, Brown",0
1405,1946136034,LIGHT AFTER DARK,Marie Force,HTJB,0
1406,62225553,MOONGLOW,Michael Chabon,Harper/HarperCollins,0
1407,316217638,BABYLON'S ASHES,James S A Corey,Orbit,0
1408,316319996,THE CHRISTMAS MYSTERY,James Patterson with Richard DiLallo,"Little, Brown",0
1409,,ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,0
1410,None,WHEN ALL THE GIRLS HAVE GONE,Jayne Ann Krentz,Berkley,0
1411,399575510,ODESSA SEA,Clive Cussler and Dirk Cussler,Putnam,0
1412,1250022126,A GREAT RECKONING,Louise Penny,Minotaur,0
1413,62436686,CHAOS,Patricia Cornwell,Morrow,0
1414,345542975,TRICKY TWENTY-TWO,Janet Evanovich,Bantam,0
1415,1501108581,THE SLEEPING BEAUTY KILLER,Mary Higgins Clark and Alafair Burke,Simon & Schuster,0
1416,1594203989,SWING TIME,Zadie Smith,Penguin Press,0
1417,None,MANAGED,Kristen Callihan,Plain Jane,0
1418,1942832036,SWEET CHEEKS,K Bromberg,JKB,0
1419,1101883855,THE AWARD,Danielle Steel,Delacorte,0
1420,1476783489,VINCE FLYNN: ORDER TO KILL,Kyle Mills,Emily Bestler/Atria,0
1421,069252777X,WRONG,Jana Aston,Rutherford,0
1422,1101972971,INFERNO,Dan Brown,Anchor,0
1423,998244414,TRUST,Jana Aston,Rutherford,0
1424,62491814,COMMONWEALTH,Ann Patchett,Harper/HarperCollins,0
1425,1250083257,THE SELLOUT,Paul Beatty,"Farrar, Straus & Giroux",0
1426,1455524158,THE CROSSING,Michael Connelly,"Little, Brown",0
1427,None,SHADOW OF VICTORY,David Weber,Baen Books,0
1428,997263636,MR. PRESIDENT,Katy Evans,KT Publishing,0
1429,1455536911,THE OBSIDIAN CHAMBER,Douglas Preston and Lincoln Child,Grand Central,0
1430,62425471,FAMILY TREE,Susan Wiggs,Morrow,0
1431,1942833288,MARRIAGE GAMES,C D Reiss,Flip City Media,0
1432,1451681763,THE LIGHT BETWEEN OCEANS,M L Stedman,Scribner,0
1433,812997840,THE TRUTH ACCORDING TO US,Annie Barrows,Dial,0
1434,316403431,TODAY WILL BE DIFFERENT,Maria Semple,"Little, Brown",0
1435,1250075580,THE SECRET HISTORY OF TWIN PEAKS,Mark Frost,Flatiron,0
1436,1942288093,GOING DOWN FAST,Carly Phillips,CP Publishing,0
1437,None,THE FIX UP,Kendall Ryan,Kendall Ryan,0
1438,1501128000,BEAUTIFUL,Christina Lauren,Gallery,0
1439,385349750,RAZOR GIRL,Carl Hiaasen,Knopf,0
1440,1466867507,COMETH THE HOUR,Jeffrey Archer,St. Martin's,0
1441,1250010721,THE SILENT SISTER,Diane Chamberlain,St. Martin's Griffin,0
1442,62349058,DO YOU WANT TO START A SCANDAL,Tessa Dare,Avon,0
1443,62448056,THE TROUBLE WITH MISTLETOE,Jill Shalvis,Avon,0
1444,1942295839,SEX MACHINE,Marie Force,HTJB,0
1445,62430238,THE KEPT WOMAN,Karin Slaughter,Morrow/HarperCollins,0
1446,399183973,PIRATE,Clive Cussler and Robin Burcell,Putnam,0
1447,1942215495,PLAYBOY PILOT,Penelope Ward and Vi Keeland,EverAfter Romance,0
1448,553393480,ROGUE LAWYER,John Grisham,Doubleday,0
1449,425285375,RUSHING WATERS,Danielle Steel,Delacorte,0
1450,1455581232,STING,Sandra Brown,Grand Central,0
1451,143130153,ME BEFORE YOU,Jojo Moyes,Penguin,0
1452,1476749280,MANITOU CANYON,William Kent Krueger,Atria,0
1453,62325426,DEPRAVED HEART,Patricia Cornwell,Morrow/HarperCollins,0
1454,143108867,AFTER YOU,Jojo Moyes,Pamela Dorman/Viking,0
1455,1101946628,THE NIX,Nathan Hill,Knopf,0
1456,61980242,THE PACT,Jodi Picoult,HarperCollins,0
1457,,THE MEMORY BOX,Eva Natiello,Fine Line,0
1458,62320246,THE BLACK WIDOW,Daniel Silva,Harper,0
1459,None,REAPER'S FIRE,Joanna Wylde,Berkley,0
1460,1501110373,IT ENDS WITH US,Colleen Hoover,Atria,0
1461,1942215460,BOSSMAN,Vi Keeland,Vi Keeland,0
1462,None,MAGIC AND MAYHEM,Jasmine Walt,Blue Bolt,0
1463,345546938,FIRST COMES LOVE,Emily Giffin,Ballantine,0
1464,1455561800,BEFORE THE FALL,Noah Hawley,Grand Central,0
1465,None,FALLING,Jane Green,Berkley,0
1466,316360597,THE TRIAL,James Patterson with Maxine Paetro,BookShots,0
1467,None,CRAVING,Helen Hardt,Waterhouse,0
1468,1476789371,FOREIGN AGENT,Brad Thor,Emily Bestler/Atria,0
1469,1101966947,LIFE DEBT: AFTERMATH,Chuck Wendig,Del Rey,0
1470,316375152,HERE'S TO US,Elin Hilderbrand,"Little, Brown",0
1471,759525781,THE BLACK ICE,Michael Connelly,"Little, Brown",0
1472,61796786,WHAT THE DEAD KNOW,Laura Lippman,Morrow,0
1473,1940941776,MOONSHOT,Alessandra Torre,EverAfter Romance,0
1474,1942834187,SAY YOU'LL STAY,Corinne Michaels,BAAE,0
1475,62573063,A GENTLEMAN NEVER TELLS,Eloisa James,Avon Impulse,0
1476,316317144,CROSS KILL,James Patterson,"Little, Brown",0
1477,None,GHOSTS OF WAR,Brad Taylor,Dutton,0
1478,006244803X,SWEET LITTLE LIES,Jill Shalvis,Avon,0
1479,373789831,RIVERBEND ROAD,Raeanne Thayne,HQN,0
1480,031629005X,15TH AFFAIR,James Patterson and Maxine Paetro,"Little, Brown",0
1481,125008282X,BORN OF LEGEND,Sherrilyn Kenyon,St. Martin's,0
1482,399175962,THE EMPEROR'S REVENGE,Clive Cussler and Boyd Morrison,Putnam,0
1483,515154121,THE COLLECTOR,Nora Roberts,Putnam,0
1484,743288785,BARKSKINS,Annie Proulx,Scribner,0
1485,1937608514,DOMINANCE NEVER DIES,Lexi Blake,DLZ Entertainment,0
1486,62371851,MARRYING WINTERBORNE,Lisa Kleypas,Avon,0
1487,62347276,AMERICA'S FIRST DAUGHTER,Stephanie Dray and Laura Kamoie,Morrow/HarperCollins,0
1488,62390759,ALL SUMMER LONG,Dorothea Benton Frank,Morrow/HarperCollins,0
1489,1101902574,I ALMOST FORGOT ABOUT YOU,Terry McMillan,Crown/Archetype,0
1490,1101967064,THE ISLAND HOUSE,Nancy Thayer,Ballantine,0
1491,None,MODERN LOVERS,Emma Straub,Riverhead,0
1492,345449436,THE SURGEON,Tess Gerritsen,Ballantine,0
1493,62200631,THE FIREMAN,Joe Hill,Morrow/HarperCollins,0
1494,1942295502,DESIRE AFTER DARK,Marie Force,HTJB,0
1495,110187595X,SWEETBITTER,Stephanie Danler,Knopf,0
1496,1466870931,BOAR ISLAND,Nevada Barr,Minotaur,0
1497,62328972,BLOOD FLAG,Steve Martini,Morrow,0
1498,399574336,THE SECOND LIFE OF NICK MASON,Steve Hamilton,Putnam,0
1499,812997611,ELIGIBLE,Curtis Sittenfeld,Random House,0
1500,1455584983,14TH DEADLY SIN,James Patterson and Maxine Paetro,"Little, Brown",0
1501,62277022,LAROSE,Louise Erdrich,Harper,0
1502,345543068,THE HEIST,Janet Evanovich and Lee Goldberg,Bantam,0
1503,1101598832,NIGHT SHIFT,Charlaine Harris,Ace,0
1504,1501130447,AS TIME GOES BY,Mary Higgins Clark,Simon & Schuster,0
1505,62319183,WHISPER BEACH,Shelley Noble,Morrow,0
1506,1401686311,THE WEDDING DRESS,Rachel Hauck,Thomas Nelson,0
1507,1459294033,A BUCCANEER AT HEART,Stephanie Laurens,Mira,0
1508,804178798,MAKE ME,Lee Child,Delacorte,0
1509,None,THE MARTIAN,Andy Weir,Crown,0
1510,62135309,WAR HAWK,James Rollins and Grant Blackwood,Morrow,0
1511,None,FAMILY JEWELS,Stuart Woods,Putnam,0
1512,812996089,MILLER'S VALLEY,Anna Quindlen,Random House,0
1513,385541929,PARTNERS,John Grisham,Doubleday,0
1514,None,WHITE TIGER,Jennifer Ashley,Berkley,0
1515,804177910,THE MURDER OF MARY RUSSELL,Laurie R King,Bantam,0
1516,62388150,BECAUSE OF MISS BRIDGERTON,Julia Quinn,Avon,0
1517,1617734616,NO SAFE SECRET,Fern Michaels,Kensington,0
1518,804179662,PROPERTY OF A NOBLEWOMAN,Danielle Steel,Delacorte,0
1519,006242226X,HEARTBREAKER,Linda Howard,Avon Impulse,0
1520,316098329,ROOM,Emma Donoghue,"Little, Brown",0
1521,1455559806,MEMORY MAN,David Baldacci,Grand Central,0
1522,996117113,IF I DIDN'T KNOW BETTER,Barbara Freethy,Barbara Freethy,0
1523,698180917,FIRE TOUCHED,Patricia Briggs,Ace,0
1524,1609450787,MY BRILLIANT FRIEND,Elena Ferrante,Europa Editions,0
1525,1101990465,THE WIDOW,Fiona Barton,New American Library,0
1526,069840422X,FIND HER,Lisa Gardner,Dutton,0
1527,1501131222,BEAUTIFUL BOSS,Christina Lauren,Gallery,0
1528,553391925,A GIRL'S GUIDE TO MOVING ON,Debbie Macomber,Ballantine,0
1529,62328948,THE ENEMY INSIDE,Steve Martini,Morrow,0
1530,316288721,NYPD RED 4,James Patterson and Marshall Karp,"Little, Brown",0
1531,None,BROTHERHOOD IN DEATH,J D Robb,Berkley,0
1532,1937608492,FROM SANCTUM WITH LOVE,Lexi Blake,DLZ Entertainment,0
1533,1420136046,REVENGE,Lisa Jackson,Zebra,0
1534,345541413,BREAKDOWN,Jonathan Kellerman,Ballatine,0
1535,451414136,THE STRANGER,Harlan Coben,Dutton,0
1536,1459295498,BACKWARD GLANCE,Ron Carr,Mira,0
1537,None,BLUE,Danielle Steel,Delacorte,0
1538,62008676,THE LAST ANNIVERSARY,Liane Moriarty,Harper Perennial,0
1539,None,JANUARY,Audrey Carlan,Waterhouse,0
1540,None,BEAUTIFUL BURN,Jamie McGuire,Jamie McGuire,0
1541,1942215355,THE BALLER,Vi Keeland,Vi Keeland,0
1542,None,FEBRUARY,Audrey Carlan,Waterhouse,0
1543,345539753,THE SWANS OF FIFTH AVENUE,Melanie Benjamin,Delacorte,0
1544,1420139010,INTO THE FURY,Kat Martin,Zebra,0
1545,None,IRISH THOROUGHBRED,Nora Roberts,InterMix,0
1546,None,SCANDALOUS BEHAVIOR,Stuart Woods,Putnam,0
1547,None,APRIL,Audrey Carlan,Waterhouse,0
1548,1466849622,A PARIS APARTMENT,Michelle Gable,St. Martin's Griffin,0
1549,307460207,THE BAKER'S DAUGHTER,Sarah McCoy,Broadway,0
1550,None,BIG ROCK,Lauren Blakely,Lauren Blakely,0
1551,1466886153,THE DIRT ON NINTH GRAVE,Darynda Jones,St. Martin's,0
1552,451418352,NEW LEAF,Catherine Anderson,Signet,0
1553,385538901,THE GUEST ROOM,Chris Bohjalian,Doubleday,0
1554,1614177821,LEXIE STARR COZY MYSTERIES BOXED SET,Jeanne Glidewell,ePublishing Works!,0
1555,None,MARCH,Audrey Carlan,Waterhouse Press,0
1556,62435159,THE GIRL IN THE GLASS,James Hayman,Witness Impulse,0
1557,62379399,THE ROGUE NOT TAKEN,Sarah MacLean,Avon,0
1558,698410610,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,Putnam,0
1559,1594634475,FATES AND FURIES,Lauren Groff,Riverhead,0
1560,345533488,A KNIGHT OF THE SEVEN KINGDOMS,George R R Martin,Bantam,0
1561,345531035,PRECIOUS GIFTS,Danielle Steel,Delacorte,0
1562,547572484,THE MAN IN THE HIGH CASTLE,Philip K Dick,Mariner,0
1563,1451650043,SWEET RUIN,Kresley Cole,Gallery,0
1564,146034278X,NIGHT MOVES,Nora Roberts,Silhouette,0
1565,399174117,THE PHARAOH'S SECRET,Clive Cussler and Graham Brown,Putnam,0
1566,1501117009,THE JAPANESE LOVER,Isabel Allende,Atria,0
1567,1466890401,WARHEART,Terry Goodkind,Tor,0
1568,,THE PROMISE,Robert Crais,Putnam,0
1569,1453206361,SEVENTH HEAVEN,Alice Hoffman,Open Road Media,0
1570,163350008X,EASY MELODY,Kristen Pro,Ampersand,0
1571,1466840951,BORN OF BETRAYAL,Sherrilyn Kenyon,St. Martin's,0
1572,1466870036,NO GOOD DEED,Allison Brennan,Minotaur,0
1573,1939996341,THIRTY-FIVE AND A HALF CONSIPIRACIES,Denise Grover Swank,DGS,0
1574,None,FINAL HOUR,Dean Koontz,Bantam,0
